Song Index;Song;Artist;Track No.;AlbumID_Rank;BPM;Energy;Dance;Loud;Valence;Duration;Acoustic;Popularity;Spotify_Song
1;War Pigs / Luke's Wall - 2014 Remaster;Black Sabbath;1;1;183;62;33;-12;42;07:54;22;63;2rd9ETlulTbz6BYZcdvIE1
2;Paranoid - 2016 Remaster;Black Sabbath;2;1;163;66;42;-12;45;02:48;0;68;1Y373MqadDRtclJNdnUXVc
3;Planet Caravan - 2013 Remaster;Black Sabbath;3;1;90;6;37;-29;34;04:29;94;52;2VDg6h3Qr3F8UuFVInQxE6
4;Iron Man - 2014 Remaster;Black Sabbath;4;1;156;79;34;-11;43;05:55;0;66;3IOQZRcEkplCXg6LofKqE9
5;Electric Funeral - 2013 Remaster;Black Sabbath;5;1;125;49;36;-13;28;04:50;43;49;7As8h8LJTMIritB8QwSmqr
6;Hand of Doom - 2013 Remaster;Black Sabbath;6;1;142;57;45;-12;23;07:08;2;46;72YRB6ar59nBsNdnn0cVdD
7;Rat Salad - 2013 Remaster;Black Sabbath;7;1;100;59;51;-14;45;02:31;1;42;2b8xbWvck5yh9vvEogsfqa
8;Jack the Stripper / Fairies Wear Boots - 2013 Remaster;Black Sabbath;8;1;140;66;49;-11;63;06:12;0;49;6EKrBVHDk20hwjYWGPQQlF
9;Battery;Metallica;1;2;97;94;49;-7;39;05:13;0;10;7qRxAH7ZRB2Ita3mebXfR3
10;Master Of Puppets;Metallica;2;2;105;87;54;-8;59;08:36;0;15;5cW3DEWYYv0tXZMwcUZNRg
11;The Thing That Should Not Be;Metallica;3;2;112;78;68;-8;50;06:37;0;3;6ZertsLLGL2puI2Vj5iy5T
12;Welcome Home (Sanitarium);Metallica;4;2;105;83;33;-8;38;06:28;0;8;5Nu6hybktveVXtgD7hDLVD
13;Disposable Heroes;Metallica;5;2;90;94;26;-7;43;08:17;0;3;2CbYOuq9uxqclV21HJaJ4B
14;Leper Messiah;Metallica;6;2;139;85;38;-8;54;05:41;0;0;6yyionnLDzrrSET4pGoFSX
15;Orion (Instrumental);Metallica;7;2;129;69;36;-9;37;08:28;0;5;1J6aXHOMNalN2YGLpVAD7e
16;Damage, Inc.;Metallica;8;2;92;87;38;-9;16;05:30;0;3;5PZ03nZ4rF3dG1QH7NeXMp
17;Rapid Fire;Judas Priest;1;3;135;99;38;-6;26;04:08;0;43;1Ym7220l4W7Yz7Yt26rWSr
18;Metal Gods;Judas Priest;2;3;101;85;58;-7;42;03:58;3;45;0VFfZVCFNe1I2IIChVBR5m
19;Breaking the Law;Judas Priest;3;3;164;96;36;-6;49;02:34;2;68;2RaA6kIcvomt77qlIgGhCT
20;Grinder;Judas Priest;4;3;140;88;44;-5;59;03:58;7;44;54IuIxOITRtbK8cU7fHIQf
21;United;Judas Priest;5;3;85;64;63;-7;72;03:35;28;45;5QJTiFUvKTVEwcDrek3xpU
22;You Don't Have to Be Old to Be Wise;Judas Priest;6;3;136;93;52;-6;50;05:03;1;37;0gJWAXkAbWEbK66D78EZ6C
23;Living After Midnight;Judas Priest;7;3;135;82;61;-6;82;03:30;1;62;0IXpUl1fn2QZcBavfuq0H4
24;The Rage;Judas Priest;8;3;153;75;34;-6;55;04:44;0;37;0Pawjj5J6FltwqbfSjsvyp
25;Steeler;Judas Priest;9;3;105;98;47;-6;44;04:29;0;37;62ckogL6wRdFuiPWV8c1U3
28;Invaders - 1998 Remastered Version;Iron Maiden;1;4;112;96;45;-4;67;03:24;1;0;3TuvYAA1cuKWdXcrtKZTfF
29;Children Of The Damned - 1998 Remastered Version;Iron Maiden;2;4;136;83;31;-6;45;04:36;1;0;1TraIUXla58jdja3yKo3lQ
30;"The Prisoner - Edit;1998 Remastered Version";Iron Maiden;3;4;107;90;34;-5;65;06:03;0;0;5gsa6ix5YC5rD8DfKxmPRV
31;22 Acacia Avenue - 1998 Remastered Version;Iron Maiden;4;4;112;92;30;-5;62;06:36;1;0;5n5q2Z3oZV9XHluXuiDC4D
32;The Number Of The Beast - 1998 Remastered Version;Iron Maiden;5;4;100;92;43;-6;37;04:52;2;2;139RwLyp7r8F9ojvhGF5lC
33;Run to the Hills - 1998 Remastered Version;Iron Maiden;6;4;173;95;23;-5;47;03:54;1;3;0sxYYT48UPkmrDx8p4Hnrl
34;Gangland - 1998 Remastered Version;Iron Maiden;7;4;124;96;29;-5;39;03:49;0;0;2ExquC7ZoaOE9uNsg2c8YM
35;Total Eclipse - 1998 Remastered Version;Iron Maiden;8;4;140;85;38;-6;53;04:26;0;0;5KOHd90fkcnS37GkBUjsdW
37;Black Sabbath - 2014 Remaster;Black Sabbath;1;5;133;43;32;-14;13;06:18;5;48;0xIZPPBfLqQEAj1BLmGrNc
38;The Wizard - 2014 Remaster;Black Sabbath;2;5;101;68;39;-12;36;04:23;3;49;6sjTzevtstOxOMsFsypsEm
39;Wasp / Behind the Wall of Sleep / Bassically / N.I.B. - 2014 Remaster;Black Sabbath;3;5;102;47;38;-12;50;09:44;3;46;4hx9RvP93j79EJLAiyJQoI
40;Wicked World - 2013 Remaster;Black Sabbath;4;5;169;56;30;-12;57;04:45;0;42;7n5JBulRFW7P1WqjhhjbrI
41;A Bit of Finger / Sleeping Village / Warning - 2013 Remaster;Black Sabbath;5;5;136;55;36;-13;34;14:13;8;39;01xU5pDHQ8FfVhEi98UFMY
42;Angel Of Death;Slayer;1;6;106;99;33;-4;8;04:51;0;56;61dTqhd46yMkSWmC5LAh5F
43;Piece By Piece;Slayer;2;6;110;100;47;-4;8;02:03;0;41;13wcFlh4YHlCT0W7FRxWki
44;Necrophobic;Slayer;3;6;124;100;34;-5;19;01:41;0;39;3tpZGughvVt9faNl89jzj4
45;Altar Of Sacrifice;Slayer;4;6;112;100;29;-4;4;02:51;0;40;3ci1aGelb4y8BxI5abOwCH
46;Jesus Saves;Slayer;5;6;110;100;30;-4;6;02:54;0;40;02TnbyTjofMSpDAa1ywHKH
47;Criminally Insane;Slayer;6;6;106;99;40;-5;6;02:23;0;41;2CniHGjlpzDBw3Skj7oplp
48;Reborn;Slayer;7;6;111;100;48;-4;8;02:12;0;35;6InwRCgZgw6WZ1xMUFd0M6
49;Epidemic;Slayer;8;6;98;100;42;-4;12;02:23;0;35;5jhNT1jDBOm6YesxPsKQRX
50;Postmortem;Slayer;9;6;138;99;32;-4;20;03:27;0;43;1WywY6JdJcMlswZpqUPhSM
51;Raining Blood;Slayer;10;6;110;100;30;-4;4;04:14;0;61;01Mpj13vURSO3cCLprPt5T
54;Ace of Spades;Mot?rhead;1;7;140;98;32;-7;23;02:46;0;23;2RVAtBdGQdyD1i22cwf9nx
55;Motorhead - Live Single Version;Mot?rhead;2;7;114;100;31;-6;4;03:37;0;20;7ox32LYI6xk43D8vDPQ7nq
56;Jailbait;Mot?rhead;3;7;77;98;32;-6;4;03:32;0;20;6omIFQD6QoyfLRPZlCsJgB
57;Stay Clean;Mot?rhead;4;7;146;97;35;-5;48;02:40;6;20;1w0KTJxx7Uqxyc8pBjjJVj
58;Too Late Too Late;Mot?rhead;5;7;168;92;30;-11;27;03:24;2;21;5g07vnV7pjEVBc1AHr70sQ
59;Killed by Death;Mot?rhead;6;7;135;95;38;-5;27;04:38;0;57;4W2CRPuOl8wN3aR7QmOmQE
60;Bomber;Mot?rhead;7;7;106;99;37;-11;18;03:40;1;22;0lEDNCGR1vmATSVHSJ55Kn
61;Iron Fist;Mot?rhead;8;7;146;94;28;-9;32;02:51;10;21;6NUlZRYSiPHdNY0VuWXd8T
62;Shine;Mot?rhead;9;7;105;99;36;-5;33;03:11;1;19;7KUbDedhrGzyoYwS1RJqmv
63;Dancing on Your Grave;Mot?rhead;10;7;153;97;17;-5;75;04:27;0;19;1xX6eJtS1lrX0d42XhmSFV
64;Metropolis;Mot?rhead;11;7;109;66;42;-8;6;03:36;0;18;6izelfXlsmHfY5XsYY0PnE
65;Snaggletooth;Mot?rhead;12;7;120;95;23;-7;8;03:52;1;20;3YPjWuN7kOMqmeVjiJcc1U
66;Overkill;Mot?rhead;13;7;119;98;30;-4;7;05:11;0;20;0PvG2QCzWMSuJRSKXFF1uM
67;Please Don't Touch - Performed by HeadGirl;Mot?rhead;14;7;188;100;15;-4;4;02:47;11;17;0uc4eNX3KYXCFimVYQLX5O
68;Stone Dead Forever;Mot?rhead;15;7;106;96;43;-7;36;04:55;12;18;2hGoaYxJYZAid1Waj2EIIK
69;Like a Nightmare;Mot?rhead;16;7;119;94;39;-8;4;04:27;3;16;7eJiScl1JRIJO9kDiQIdee
70;Emergency;Mot?rhead;17;7;124;100;36;-6;4;03:00;0;16;0FR3732fkqnhTnF70VIToc
71;Steal Your Face;Mot?rhead;18;7;107;94;32;-7;24;04:29;0;18;0KtRPsktzLGSKtTII5H56Q
72;Louie Louie;Mot?rhead;19;7;120;70;69;-10;96;02:51;5;17;7pHFPHMkIFRQKNlgsUOX8J
73;No Class;Mot?rhead;20;7;76;89;27;-9;33;02:38;0;17;38zUw56OnFINsjiVTbwKzD
74;Iron Horse - Live from United Kingdom, 1981;Mot?rhead;21;7;101;98;34;-6;15;03:45;0;14;48YmAHg09U3pwcJHthIw0c
75;(We Are) The Roadcrew;Mot?rhead;22;7;132;95;30;-9;18;03:09;0;16;32lgtFb4ROxx7bBnWUa94K
76;Leaving Here - Live;Mot?rhead;23;7;122;98;28;-6;37;03:03;7;13;0Qwwcd3fYKqsF2W4S0bbyW
77;Locomotive;Mot?rhead;24;7;137;97;27;-8;17;03:22;0;19;3R7kM0tYRN1e4Zlfpg7pEP
83;Wake Up Dead - Remastered 2011;Megadeth;1;8;163;99;22;-4;9;03:40;0;35;1I3qfFMraXE0kAPtRERpok
84;The Conjuring - Remastered 2011;Megadeth;2;8;159;99;26;-4;14;05:04;0;33;0pv49erP5wxMZMnprRCqXT
85;Peace Sells - Remastered;Megadeth;3;8;138;93;32;-4;38;04:04;0;57;3090goAxG6IlpCifA8m9xB
86;Devils Island - Remastered 2011;Megadeth;4;8;168;97;17;-3;24;05:06;0;33;009aJqwtazpcpmOW3YbwDx
87;Good Mourning / Black Friday - Remastered;Megadeth;5;8;177;96;17;-4;15;06:41;0;32;36gQBgUJjbRbrMTyQUNl56
88;Bad Omen - Remastered;Megadeth;6;8;141;96;27;-5;14;04:05;0;29;1IbxJ3jbvSLmaecRamvtui
89;I Ain't Superstitious - Remastered;Megadeth;7;8;108;94;25;-3;33;02:46;1;27;43gM0PIvpgqv19nFZWRlN3
90;My Last Words - Remastered;Megadeth;8;8;137;98;22;-4;29;04:49;0;31;6VdoivAOy8oRR6Pmpw4Ux4
104;I Don't Know - Remastered;Ozzy Osbourne;1;9;135;91;44;-6;28;05:17;44;47;1cDu1ZVtBExJYohWBellWs
105;Crazy Train - Remastered;Ozzy Osbourne;2;9;138;91;45;-4;47;04:56;36;75;2b9lp5A6CqSzwOrBfAFhof
106;Goodbye to Romance - Remastered;Ozzy Osbourne;3;9;138;51;46;-7;52;05:36;71;48;5VPFRHGKvV0dENWfOS13qp
107;Dee - Remastered;Ozzy Osbourne;4;9;138;7;57;-19;68;00:50;85;37;1198Lmq0eiMzpJ4ZKzMojn
108;Suicide Solution - Remastered;Ozzy Osbourne;5;9;108;88;43;-5;54;04:19;18;46;64MTLwN6HY8D3i3HRp53Ht
109;Mr. Crowley;Ozzy Osbourne;6;9;108;76;29;-6;36;05:03;20;49;5XfWzGa5zuz88IOYbWNTMa
110;No Bone Movies - Remastered;Ozzy Osbourne;7;9;129;97;47;-5;71;03:53;2;37;7kI3Tk1GuZ1GFUztCMHV7L
111;Revelation (Mother Earth) - Remastered;Ozzy Osbourne;8;9;96;68;31;-7;12;06:09;38;38;6uUY3XrgWgG4kW7wgpc6SB
112;Steal Away (The Night) - Remastered;Ozzy Osbourne;9;9;175;97;14;-4;37;03:30;7;40;69V1o3VINEWqhSFfLBhhIi
116;Mouth for War;Pantera;1;10;157;95;33;-7;63;03:57;0;58;6rkeaQRCWZxwkjhyqgxjXi
117;A New Level;Pantera;2;10;137;87;30;-9;45;03:57;0;54;5Tdx85q8KQIcIZJ9XoHblt
118;Walk;Pantera;3;10;118;70;43;-8;70;05:15;0;71;7fcfNW0XxTWlwVlftzfDOR
119;Fucking Hostile;Pantera;4;10;94;96;48;-10;51;02:49;0;56;5RU50TPTgtxJLFNunUS2p5
120;This Love;Pantera;5;10;105;73;40;-9;30;06:34;0;58;0Yfpc5zHc9pElVCQ1bPlF4
121;Rise;Pantera;6;10;93;89;36;-11;33;04:37;0;49;1GgdgDHlEdmwbCZLLzV4Ik
122;No Good (Attack the Radical);Pantera;7;10;97;91;33;-11;50;04:50;0;48;5q272ZCgwndbAJJhGdG2mI
123;Live in a Hole;Pantera;8;10;124;92;34;-9;32;05:00;0;48;5gUcLzosEDmiPLDpQUKqTP
124;Regular People (Conceit);Pantera;9;10;129;96;30;-9;24;05:28;0;45;0YgOMJldhmvg5mE2H2AbUA
125;By Demons Be Driven;Pantera;10;10;140;79;38;-10;32;04:40;0;45;6Kl2BY1d8KHjOjY3cynftv
126;Hollow;Pantera;11;10;100;69;27;-11;35;05:46;0;56;1lM1ZHTvfKi5CMRjsZ4Sg9
127;Fight Fire With Fire (Remastered);Metallica;1;11;92;99;28;-7;16;04:45;0;52;3eaOnliKh0QdjuDbPAwCLx
128;Ride The Lightning (Remastered);Metallica;2;11;150;97;26;-6;28;06:37;0;52;6yUCeySJMRaSAEsnfqDeZK
129;For Whom The Bell Tolls (Remastered);Metallica;3;11;118;86;52;-6;26;05:10;1;65;17rf2oZYDVymJeYI9ftDXc
130;Fade To Black (Remastered);Metallica;4;11;114;93;26;-7;29;06:57;0;61;4kBsYpQBUbSIQNLTDF7es2
131;Trapped Under Ice (Remastered);Metallica;5;11;163;99;25;-5;6;04:04;0;47;48BSp63VnT4GwK8BxiwdTD
132;Escape (Remastered);Metallica;6;11;144;94;26;-6;53;04:24;0;46;0ybLEwE6TxjCePcIwwZeyJ
133;Creeping Death (Remastered);Metallica;7;11;100;98;30;-5;18;06:36;0;53;3qXEqKdzI3MSGB1FlGMBz5
134;The Call Of Ktulu (Remastered);Metallica;8;11;139;94;30;-8;14;08:53;2;48;5zZ74lczJgFtVCeaS11Fo1
190;The Hellion;Judas Priest;1;12;80;64;8;-7;24;00:40;0;41;0rNlVZUc3L9o9q5YgbOiH3
191;Electric Eye;Judas Priest;2;12;97;95;44;-6;36;03:42;0;56;3kubJ2b1Rad7NXZtnZAZmO
192;Riding on the Wind;Judas Priest;3;12;179;94;22;-5;47;03:10;2;35;4Myj2cmlFC8tsq9cqj082O
193;Bloodstone;Judas Priest;4;12;118;95;40;-6;26;03:51;3;34;0njgMX72ZFD9oZnhpFLsn8
194;(Take These) Chains;Judas Priest;5;12;129;89;44;-6;24;03:05;16;34;4cmi9k5F8aKxDmV4R168Ur
195;Pain and Pleasure;Judas Priest;6;12;81;83;42;-7;51;04:14;0;31;0SUl33t7SeNX6X2v3SmD5l
196;Screaming for Vengeance;Judas Priest;7;12;113;98;38;-5;21;04:43;1;42;1KBCrhaog1gG6PVMdP2H7Q
197;You've Got Another Thing Coming;Judas Priest;8;12;138;83;52;-7;53;05:10;1;64;55cd3NlqktNjhAZcPvaUvk
198;Fever;Judas Priest;9;12;111;70;49;-8;33;05:20;1;32;0pZHWZelcjUZY1CgnHWPUE
199;Devil's Child;Judas Priest;10;12;129;82;49;-6;39;04:47;0;38;023yO3mNjCroyRFGXousmE
206;Prowler - 1998 Remastered Version;Iron Maiden;1;13;93;93;22;-5;34;03:56;0;0;6lXSdhCJlyM3Tv6PBaFo5V
207;Sanctuary - 1998 Remastered Version;Iron Maiden;2;13;113;97;40;-5;63;03:16;18;0;1Fp6rOGfFWS2VraRnhLLnt
208;Remember Tomorrow - 1998 Remastered Version;Iron Maiden;3;13;98;69;26;-8;55;05:29;0;0;17ozNEchVvcGHSd5bWBNH6
209;Running Free - 1998 Remastered Version;Iron Maiden;4;13;171;84;46;-5;77;03:17;0;0;5dtdDxI45qW6GRr2YyC0mX
210;Phantom Of The Opera - 1998 Remastered Version;Iron Maiden;5;13;110;87;32;-6;52;07:08;0;0;25KHFezmoD0qO2eZ48GIEz
211;Transylvania - 1998 Remastered Version;Iron Maiden;6;13;107;98;23;-5;19;04:19;0;0;1aVZyq29FLLdm7MOiCzUcY
212;Strange World - 1998 Remastered Version;Iron Maiden;7;13;126;51;36;-8;21;05:32;2;0;3Yr6gFCbIUiOmrursFovAF
213;Charlotte The Harlot - 1998 Remastered Version;Iron Maiden;8;13;136;94;36;-5;44;04:13;2;0;0Mm8vJP2HYAILhABqJKNjO
215;Wheels of Confusion / The Straightener - 2014 Remaster;Black Sabbath;1;14;117;67;27;-11;53;07:48;0;42;0zALOXEZdMLsuFAW8P8PUC
216;Tomorrow's Dream - 2014 Remaster;Black Sabbath;2;14;111;57;48;-13;35;03:09;5;40;0FnUHRtUgopfEoIVrGfkH0
217;Changes - 2013 Remaster;Black Sabbath;3;14;81;22;29;-13;19;04:42;3;49;3b7wNR330iKhql9dEdbNci
218;FX - 2014 Remaster;Black Sabbath;4;14;158;9;55;-28;9;01:39;99;32;3tZEhhWeo5y5fNZG4ucTPe
219;Supernaut - 2014 Remaster;Black Sabbath;5;14;121;82;38;-10;65;04:31;0;46;1fJTWLZHIAwPdGoBzEYnhp
220;Snowblind - 2014 Remaster;Black Sabbath;6;14;117;75;44;-12;60;05:26;0;47;5w091st8zPd8c01LFzTY8B
221;Cornucopia - 2014 Remaster;Black Sabbath;7;14;143;42;27;-13;19;03:52;22;39;2LvHtTgBgNQq4Rb0Aok859
222;Laguna Sunrise - 2014 Remaster;Black Sabbath;8;14;82;18;33;-17;26;02:50;51;34;28rnaH091tr3WwaP87faiC
223;St. Vitus' Dance - 2014 Remaster;Black Sabbath;9;14;150;50;35;-12;60;02:28;0;34;4N7sL7z89xrHqa3Tml0J56
224;Under the Sun - 2014 Remaster;Black Sabbath;10;14;100;53;33;-12;36;05:50;2;44;0T7zraoBpNHSqwyr40UrNN
225;Over the Mountain;Ozzy Osbourne;1;15;131;87;49;-6;49;04:32;0;55;0i1RTnH2Lj5gTDRU5wtyT2
226;Flying High Again;Ozzy Osbourne;2;15;125;94;32;-6;53;04:44;0;51;3VPcxdwwo9TcjAOYZa5ZrP
227;You Can't Kill Rock and Roll;Ozzy Osbourne;3;15;135;83;33;-7;31;07:00;2;45;2Gv8N5uCG9aACVDfEq7Zcv
228;Believer;Ozzy Osbourne;4;15;101;85;32;-6;37;05:17;1;40;3RorbkQNdbHrHEURfWWohv
229;Little Dolls;Ozzy Osbourne;5;15;107;79;36;-6;80;05:39;1;35;1rrttFOjxzv69Rso3Z87JM
230;Tonight;Ozzy Osbourne;6;15;174;66;22;-7;42;05:51;29;35;5uky9IsIIyRE7BYEWmQiTg
231;S.A.T.O.;Ozzy Osbourne;7;15;111;96;27;-5;23;04:07;0;41;4thwHq3kmSztJYd5gefBCc
232;Diary of a Madman;Ozzy Osbourne;8;15;174;72;25;-7;35;06:16;14;48;6joOV9D7y7TzWQprwrInUh
233;Stand up and Shout;Dio;1;16;109;94;49;-12;34;03:18;0;43;0j7hyKTaetFpKsCgOyGPAI
234;Holy Diver;Dio;2;16;92;90;48;-7;11;05:54;6;61;57fqmDaokbxZ3TaB0jp39q
235;Gypsy;Dio;3;16;118;83;55;-12;51;03:41;0;34;2cZLW5PoX4lpLZAGH5MGHp
236;Caught in the Middle;Dio;4;16;130;79;49;-13;76;04:18;2;37;55NekArnnNyOT0ngtn4fpx
237;Don't Talk to Strangers;Dio;5;16;132;80;35;-12;24;04:55;9;45;0FVDva1nGzMI4IFhb5vrBq
238;Straight Through the Heart;Dio;6;16;95;95;48;-5;57;04:36;2;41;1dlBMzm6CqwQIUQ8PbT3NP
239;Invisible;Dio;7;16;177;80;27;-12;48;05:26;1;33;768sKrvsVZDx1xclzl5pt0
240;Rainbow in the Dark;Dio;8;16;117;95;51;-6;61;04:17;0;60;2PpNgmrS9mAyrkRAwn6YPq
241;Shame on the Night;Dio;9;16;121;65;49;-13;35;05:19;23;35;5Lep4j5Uji39k6QCkbg2DT
242;Evil;Mercyful Fate;1;17;134;95;28;-5;64;04:46;0;0;6LGoJAyN1xAqF3VJZt0MKx
243;Curse Of The Pharaohs;Mercyful Fate;2;17;138;86;33;-6;62;03:57;0;0;2H4Uh7c159cJBmrbekZFFe
244;Into The Coven;Mercyful Fate;3;17;145;90;22;-5;40;05:11;5;0;1tDSa6NFG1DicivflWxD3V
245;At The Sound Of The Demon Bell;Mercyful Fate;4;17;147;91;28;-6;61;05:24;0;0;0WxnojQOnvn7UX8jFlWadE
246;Black Funeral;Mercyful Fate;5;17;136;95;29;-6;33;02:50;0;0;32URIdX9oiJ9uttUuBaAkf
247;Satan's Fall;Mercyful Fate;6;17;84;95;26;-6;31;11:23;0;0;5Gx2EpxEZBPpEiySoHhjRO
248;Melissa;Mercyful Fate;7;17;117;61;29;-9;29;06:42;1;0;4HoqfWhFhjT5fP4HCfhzSF
2000;Aenima;Tool;1;18;;;;;;;;;
249;Holy Wars...The Punishment Due - Remastered 2004;Megadeth;1;19;125;99;33;-4;22;06:33;0;64;5LyRtsQLhcXmy50VXhQXXS
250;Hangar 18 - Remastered 2004;Megadeth;2;19;115;99;25;-4;15;05:11;0;60;6b6uLZsoGhObYexIxnRbIb
251;Take No Prisoners - Remastered 2004;Megadeth;3;19;157;97;31;-4;39;03:27;0;50;1XFSSbQ9fApWNXZMAKllb6
252;Five Magics - Remastered 2004;Megadeth;4;19;175;96;26;-5;20;05:40;0;48;3tISv448Ikxvpq2ZrFyGG2
253;Poison Was The Cure - Remastered 2004;Megadeth;5;19;161;88;28;-7;41;02:57;0;45;6HqnBoikcyjy7I1kbrfhlr
254;Lucretia - Remastered 2004;Megadeth;6;19;98;95;39;-4;41;03:56;0;46;1Bi6Me45Xiqy4kYUGGwBTv
255;Tornado Of Souls - Remastered 2004;Megadeth;7;19;98;98;52;-4;36;05:19;0;62;4E5xVW505akJX0wcKj8Mpd
256;Dawn Patrol - Remastered 2004;Megadeth;8;19;75;71;67;-7;60;01:52;2;44;4NwFxag85AYdCel47a3Yhi
