Song Index;Song;Artist;Track No.;AlbumID_Rank;BPM;Energy;Dance;Loud;Valence;Duration;Acoustic;Popularity;Spotify_Song
832;Organ Grinder;Marilyn Manson;4;68;190;96;45;-5;26;04:22;1;34;6T1HM2y4KgdPHKTeHpuedV
833;Cyclops;Marilyn Manson;5;68;168;85;50;-6;23;03:33;0;34;4EPnXAZxLTyXIQSrMMAKRd
834;Dope Hat;Marilyn Manson;6;68;139;90;62;-5;32;04:22;0;40;40T969H60rqt5v1tWZDEMS
835;Get Your Gunn;Marilyn Manson;7;68;137;74;42;-7;65;03:18;0;46;0zpP9vOzgux0tXtF3Q9Fl2
836;Wrapped In Plastic;Marilyn Manson;8;68;168;72;50;-7;31;05:35;1;34;0i0W3rECQEkZJwkP1IyksQ
837;Dogma;Marilyn Manson;9;68;176;90;47;-5;21;03:22;0;34;5nE1r9s9e1rqZ4oqFs4tBh
838;Sweet Tooth;Marilyn Manson;10;68;170;59;55;-9;16;05:03;0;32;6GuCrDofEO7CgigVzHIFe9
839;Snake Eyes And Sissies;Marilyn Manson;11;68;125;84;70;-6;32;04:07;0;32;08wz6xkqg3ZkpmzgAsarMV
840;My Monkey;Marilyn Manson;12;68;160;87;44;-6;37;04:31;0;31;54YmspVxT9aeIxQ7YvG9Or
841;Misery Machine;Marilyn Manson;13;68;158;0;30;-9;97;13:11;0;32;6lvZdIVtCKpLwA7DTINPXQ
842;Ugly Truth;Soundgarden;1;69;130;58;39;-12;51;05:27;1;31;50qtzo7XUCP8JSgcpVcvHj
843;Hands All Over;Soundgarden;2;69;91;92;22;-10;24;06:00;1;35;1P4NeCeT76MGWkgVV8uRxP
844;Gun;Soundgarden;3;69;105;89;35;-11;26;04:42;0;31;2ewbtB0DZhtkoFALbJhxxV
845;Power Trip;Soundgarden;4;69;174;76;22;-10;35;04:09;29;24;2itgUw0RkrEcqmMxtBzDM7
846;Get On The Snake;Soundgarden;5;69;127;88;36;-10;46;03:44;1;28;6bUF1XOYynZ0DPcvDcXGYL
847;Full On Kevin's Mom;Soundgarden;6;69;136;95;24;-9;16;03:37;2;23;7niLUfkxe4ebzVSID6uE1m
848;Loud Love;Soundgarden;7;69;135;81;35;-11;22;04:57;1;35;1UIZd9Xwvuv7aoYHTC4irP
849;I Awake;Soundgarden;8;69;125;60;56;-12;19;04:21;35;24;00rg0PI2odvZNMZoVqTBYN
850;No Wrong No Right;Soundgarden;9;69;135;71;31;-11;35;04:48;3;22;1XHkwEmUFQkOSgX7v1D749
851;Uncovered;Soundgarden;10;69;151;83;37;-11;21;04:30;28;23;0jo08jjSXTmOcq9RlQGzzD
852;Big Dumb Sex;Soundgarden;11;69;176;85;27;-9;54;04:11;1;27;4Ga9JTnUnuI0Tm00ouOjvL
853;Full On;Soundgarden;12;69;133;66;41;-12;43;02:42;17;22;5xHqy0VDZEDSBdkecbfz0H
854;Flattening of Emotions;Death;1;70;105;90;39;-7;32;04:29;0;31;2i03huY4DLxMnAB9DV4BOd
855;Suicide Machine;Death;2;70;137;94;32;-7;42;04:24;0;34;0GBNecHv0jWlfrPPBq57FT
856;Together as One;Death;3;70;142;95;31;-6;39;04:11;0;30;5aeMbbBgnEmbww0Wrax4xr
857;Secret Face;Death;4;70;92;88;28;-6;48;04:39;0;22;2DWNGHlrnOmfQCsJclj3Sz
858;Lack of Comprehension;Death;5;70;93;96;34;-6;36;03:44;0;35;1OePro13vwG9uI5tdREYLU
859;See Through Dreams;Death;6;70;172;93;27;-6;47;04:40;0;23;7audyKMpvgzO3ttY1T0ZLJ
860;Cosmic Sea;Death;7;70;104;94;21;-6;7;04:28;0;22;1JiS9XUED8DGFQfmXPB78L
861;Vacant Planets;Death;8;70;106;87;34;-6;61;03:53;0;29;2O9tG9RSQdKFgbJ5KBTzrv
903;Cult of Personality;Living Colour;1;71;92;92;50;-3;54;04:55;0;61;5e3YOg6fIkP0wD5TyxcHOH
904;I Want To Know;Living Colour;2;71;129;93;67;-4;89;04:24;3;31;5gV3pULWjT3MewTvkSeJz9
905;Middle Man;Living Colour;3;71;112;98;55;-4;48;03:48;0;33;2OXGegCjAut5HofUoCoFK8
906;Desperate People;Living Colour;4;71;106;97;57;-4;40;05:36;2;30;1qpo7EPyUl0WL9oKAK2hYm
907;Open Letter (To a Landlord);Living Colour;5;71;122;90;59;-4;36;05:31;13;33;6hnKJsEeb0hVkbw16yjcTV
908;Funny Vibe;Living Colour;6;71;118;98;34;-5;48;04:21;0;27;4efmOMddgsMH5bpwkIpo5l
909;Memories Can't Wait;Living Colour;7;71;100;83;53;-5;33;04:31;1;27;1ZGvcpkWd0NaFrtP0dPF1a
910;Broken Hearts;Living Colour;8;71;172;89;46;-4;70;04:52;2;27;7LdXnvmNONxKTkkFU5dIQ8
911;Glamour Boys;Living Colour;9;71;121;91;51;-4;86;03:40;3;40;2XyU7gwELovG2Nqo9UYBGp
912;What's Your Favorite Color?;Living Colour;10;71;120;94;75;-5;65;01:41;1;26;2l9zXM0b0FzjiZvYLrRQQm
913;Which Way to America;Living Colour;11;71;77;98;56;-4;64;03:38;1;26;4pOY1K18SyB1j0Xp3u3KOI
914;Funny Vibe - Funky Vibe Mix;Living Colour;12;71;114;94;82;-6;45;03:42;2;21;6tQ2go0VPZZUlkju7HfbPq
915;Should I Stay Or Should I Go;Living Colour;13;71;107;96;47;-4;88;02:27;0;24;5FB7iFPvVT0YTv07GyIdyY
916;What's Your Favorite Color? (Theme Song) - LeBlanc Remix;Living Colour;14;71;120;88;77;-4;55;05:39;3;20;165KsT3rT1nhE9P0QETbY3
917;Middle Man - Live;Living Colour;15;71;117;99;46;-4;39;03:49;5;19;7fhSpEtYLZgTigFlWe5RXE
918;Cult of Personality - Live at the Ritz;Living Colour;16;71;98;96;41;-4;45;05:00;0;21;3hozHnzTlMggCso0YHzgWh
919;The Beginning and the End;ISIS;1;72;112;64;40;-8;36;08:02;1;15;79RNJ2FZHMe7NcPpcopMrZ
920;The Other;ISIS;2;72;118;60;42;-7;43;07:15;0;12;2VfNTyOaWdBAnjJ6OiDRFj
921;False Light;ISIS;3;72;120;65;40;-7;8;07:42;0;12;0qiAR0FsffpsNsAcu0jgwx
922;Carry;ISIS;4;72;118;61;25;-7;14;06:46;2;12;4rUVXXUOs4R27XTyaoQRUq
923;(Untitled);ISIS;5;72;167;86;15;-18;3;02:06;93;8;1B6Zg7KrHL9QwpFbHpbcXl
924;Maritime;ISIS;6;72;113;47;53;-13;77;03:03;60;9;2bpRNKT04xb2rc07LOgFaZ
925;Weight;ISIS;7;72;124;56;48;-10;20;10:46;12;11;2gapn2mcYLEBb2BciyOzHt
926;From Sinking;ISIS;8;72;114;63;31;-7;32;08:24;0;9;33oJQdWan6AX0RBhjNVPd8
927;Hym;ISIS;9;72;131;76;26;-6;15;09:14;0;9;3nhefMOYQC1HubwxEgU9bu
928;Blackout;Scorpions;1;73;89;84;26;-10;71;03:48;1;46;15RpfmFhrE5RRkf4vZ6kZu
929;Can't Live Without You;Scorpions;2;73;152;85;50;-10;64;03:47;3;36;0mOMvN8GNGAVW5e5934fUn
930;No One Like You;Scorpions;3;73;118;63;51;-10;84;03:57;2;60;26fZwf1ImE4aUJ4XaqOkUg
931;You Give Me All I Need;Scorpions;4;73;117;65;51;-11;56;03:38;2;35;4t2dUobtoXRlqxz2pIxp71
932;Now;Scorpions;5;73;190;91;26;-9;56;02:35;0;30;4BHBkQK6pSqJyJGc6O7JmW
933;Dynamite;Scorpions;6;73;114;87;30;-10;74;04:12;0;39;07DwrW1JxiMkEF4scxwdSa
934;Arizona;Scorpions;7;73;123;74;53;-10;88;03:56;2;31;6HJMhjioyzZB7z6oSqCZN6
935;China White;Scorpions;8;73;78;48;28;-11;50;06:58;0;31;6dO09SajAwqZyU4caMxGCp
936;When The Smoke Is Going Down;Scorpions;9;73;98;42;44;-12;31;03:50;2;45;1Cc1kD0xeMXZpdUinsH1mP
937;Sons of Satan;Venom;1;74;134;97;18;-10;4;03:37;0;29;4Hn9pVSQcYAV87UgJHTM48
938;Welcome To Hell;Venom;2;74;177;98;16;-9;10;03:13;0;41;3xXdvIk3cI9BVjpKixwLKd
939;Schizoid;Venom;3;74;113;94;27;-10;17;03:30;0;29;643LQMcFEqXspLLxtdR5VD
940;Mayhem with Mercy;Venom;4;74;81;42;33;-19;7;00:59;78;24;6Ugq3gbUSE1Ot7B8broguU
941;Poison;Venom;5;74;104;95;26;-9;4;04:31;1;28;71R0E2rNiw32hnFjOaYb7S
942;Live Like an Angel;Venom;6;74;131;94;20;-10;6;03:58;0;29;2r0Pa9hMpyTlk0lIBnldzI
943;Witching Hour;Venom;7;74;146;92;13;-11;3;03:40;0;33;4G20PYZNuL37a8zaaUV7Km
944;One Thousand Days of Sodom;Venom;8;74;114;94;25;-10;11;04:35;2;25;7JYDqt7bVaWadd1uYIfZow
945;Angel Dust;Venom;9;74;130;98;18;-9;3;02:39;0;24;3o5MupaRV6IWAEbjqhDtPQ
946;In League with Satan;Venom;10;74;105;79;42;-12;52;03:32;0;27;5LbLX9SlqtEOnvaIZsiUqd
947;Red Light Fever;Venom;11;74;122;90;20;-11;5;05:14;0;22;3vQI1R641odHXncELglOJL
948;Angel Dust - Lead Weight Version;Venom;12;74;118;95;40;-9;13;03:03;0;19;1FNpROIlRD403fixPyRRrg
949;"In League with Satan - 7"" Version";Venom;13;74;106;83;48;-13;21;03:31;9;36;0ASlBt3KdsnokRI137AbUl
950;"Live Like an Angel - 7"" Version";Venom;14;74;132;97;27;-12;4;03:54;0;17;2TP1egE9QVHlDcVMsjog5q
951;"Boodlust - 7"" Version";Venom;15;74;200;90;7;-9;21;02:59;0;21;6AK1Z7I7pDZa8gGPvlsHZE
952;"In Nomine Satanas - 7"" Version";Venom;16;74;113;70;39;-12;41;03:29;7;19;0tmzZv8LldcWvPHGECtPtD
953;Angel Dust - Demo;Venom;17;74;104;98;34;-10;5;03:11;0;16;58PJ67cM3njtTQzvAHK42J
954;Raise the Dead - Demo;Venom;18;74;96;97;18;-10;11;03:29;0;15;0RC4uhMptsFquWe9GvCQGi
955;Red Light Fever - Demo;Venom;19;74;199;98;9;-11;8;04:50;0;15;5iSwRRDdWjWSRTFatd5qUg
956;Welcome to Hell - Demo;Venom;20;74;90;99;20;-10;3;04:57;4;15;3K0qYwOjwnXNFIVh5hVldg
957;Bitch Witch - Outtake;Venom;21;74;90;87;34;-11;36;03:08;0;15;55uJAYtuPuRSmzXLFqqQeK
958;Snots Shit - Outtake;Venom;22;74;165;74;22;-13;12;02:06;21;13;3S7bKeUwrhBJmQ1DMreN1H
959;Rapture;Morbid Angel;1;75;142;96;28;-8;7;04:18;0;25;4iQxdHODYQeMRh9bI1EKFA
960;Pain Divine;Morbid Angel;2;75;142;99;43;-10;21;03:58;0;21;2F2IbkXMAgTEk6LnTbEqFK
961;World of Shit (The Promised Land);Morbid Angel;3;75;117;93;43;-9;12;03:20;0;21;3pERd0gBE7DbYhljDOIZ1h
962;Vengeance Is Mine;Morbid Angel;4;75;118;97;50;-8;40;03:16;0;20;0LRtWUYfgA9nRVP1hbXJkx
963;The Lion's Den;Morbid Angel;5;75;132;94;38;-9;24;04:45;0;20;6urOnUZdvkG7VEYgDgww43
964;Blood on My Hands;Morbid Angel;6;75;120;95;32;-9;19;03:43;0;17;0bnD0zvxnvomBfHNYRMFTr
965;Angel of Disease;Morbid Angel;7;75;83;89;21;-9;43;06:15;0;18;3zWJpjeEXlk2VsIjj6Z0vV
966;Sworn to the Black;Morbid Angel;8;75;109;94;56;-9;39;04:01;0;17;42N5lDn5aBVDlvJpm0y7jB
967;Nar Mattaru;Morbid Angel;9;75;119;39;34;-22;8;02:07;52;13;5hVwGj7blf91sFRKT8GgQt
968;God of Emptiness (I. The Accuser, II. The Tempter);Morbid Angel;10;75;156;87;36;-10;20;05:27;1;26;6sLLktVGKIXXGxvJ0pmhOw
969;Stay Hungry;Twisted Sister;1;76;131;99;36;-3;27;03:04;0;40;2gOCdvg1BuC2MqX3K6rgCh
970;We're Not Gonna Take It;Twisted Sister;2;76;149;92;50;-6;92;03:40;1;72;1hlveB9M6ijHZRbzZ2teyh
971;Burn in Hell;Twisted Sister;3;76;107;83;36;-12;62;04:43;0;51;1aVChMRP6I3ViAIlnW3WYS
972;Horror-Teria (The Beginning: Captain Howdy/Street Justice);Twisted Sister;4;76;161;65;37;-13;46;07:43;1;32;6eV3zO6rLsrbWG13i5d5wE
973;I Wanna Rock;Twisted Sister;5;76;106;91;50;-3;67;03:00;1;68;70Z9t1qhytWtG4cCmmi7mU
974;The Price;Twisted Sister;6;76;78;56;50;-12;55;03:49;4;55;5iF683hJagzos663BxLns9
975;Don't Let Me Down;Twisted Sister;7;76;105;65;55;-14;71;04:28;0;31;7kkp5zbybXp9irVxfT2h4O
976;The Beast;Twisted Sister;8;76;166;52;40;-14;41;03:29;0;38;1znYwsMLK6c6r2DnZWHsqS
977;S.M.F.;Twisted Sister;9;76;141;74;41;-11;39;03:01;2;34;2opJB7sqZbl3DoRSQ9EVqP
978;Blinded By Fear;At The Gates;1;77;125;99;22;-12;4;03:12;0;31;2pj2VXKSBRTmV8nuiaCKd2
979;Slaughter of the Soul;At The Gates;2;77;115;95;23;-11;42;03:03;0;31;2Vy4z1ZUN7RvN7syWI2yef
980;Cold;At The Gates;3;77;180;95;16;-11;31;03:28;0;30;3JRmeCjOaBqRCvzwCx9MNh
981;Under a Serpent Sun;At The Gates;4;77;151;95;21;-12;18;03:59;0;29;4Jg1FIbHlwoRi0olOJxtcF
982;Into the Dead Sky;At The Gates;5;77;128;30;50;-22;27;02:13;76;26;2mperrZFTlXtaLAngA3xZv
983;Suicide Nation;At The Gates;6;77;115;95;24;-11;33;03:36;0;28;3pvRJy3zkIivvLXh89aO3J
984;World of Lies;At The Gates;7;77;120;96;24;-11;32;03:36;0;28;63qjdBUGCiDzle4KGuypCX
985;Unto Others;At The Gates;8;77;109;95;21;-10;45;03:11;0;26;1JrkWtIhVG8Z05AQ42jv2E
986;Nausea;At The Gates;9;77;122;97;19;-11;53;02:23;0;27;2eTQMrCkjoxGAVb4ybNG3U
987;Need;At The Gates;10;77;142;95;24;-11;13;02:36;0;25;10MucFhWjGqAjz5Ynljmpf
988;The Flames of the End;At The Gates;11;77;78;44;38;-16;8;02:58;0;24;2z8YnF6wRLwMhq0YQSEY78
989;Experiment;Voivod;1;78;143;88;24;-13;15;06:12;0;17;5iH7uD5qgpn1lw2J5aM5Gr
990;Tribal Convictions;Voivod;2;78;132;82;29;-14;55;04:52;0;22;2lwgBPc3ROzHmISeNqAark
991;Chaosmongers;Voivod;3;78;160;68;23;-13;41;04:42;0;15;7J4kzeT4QUHBVCOAjL4gU1
992;Technocratic Manipulators;Voivod;4;78;83;88;16;-14;34;04:36;0;14;0l5BFEXWjCz3zF05GZnW3D
993;Macrosolutions to Megaproblems;Voivod;5;78;85;85;19;-13;15;05:35;0;14;02WvcYSSq0he8VlLPpyWqt
994;Brain Scan;Voivod;6;78;111;87;33;-12;42;05:09;0;12;0cREdHaPDHJJ7UczArFKHu
995;Psychic Vacuum;Voivod;7;78;142;91;24;-12;33;03:51;0;13;0Ibtfy4arVM8ZreELGbnSC
996;Cosmic Drama;Voivod;8;78;121;86;27;-12;8;04:56;0;10;1jLqOVm72poy8EC6lML87X
997;Batman;Voivod;9;78;146;90;34;-15;9;01:46;0;10;1OLDOgUqbRxnNlqME7vl0c
998;Future Breed Machine;Meshuggah;1;79;88;97;45;-7;16;05:49;0;0;0gH7MNXQud3Pvnfv1zk3bL
999;Beneath;Meshuggah;2;79;78;99;21;-8;21;05:38;0;0;2vruX6aM3Z2enX8l6Tl4SH
1000;Soul Burn;Meshuggah;3;79;83;94;34;-7;43;05:18;0;0;3oKST2HXbmF6ZEaytf7BU3
1001;Transfixion;Meshuggah;4;79;140;98;30;-8;28;03:34;0;0;3kmFfXOeckvIVCUnZhrBAb
1002;Vanished;Meshuggah;5;79;159;99;27;-7;24;05:05;0;0;0WlDiAZTyACr9dDI1NhEOq
1003;Acrid Placidity;Meshuggah;6;79;100;15;40;-20;4;03:16;17;0;1AikJLUJAoyeoeLrUGU9Lo
1004;Inside Whats Within Behind;Meshuggah;7;79;135;86;38;-9;17;04:31;0;0;72TCX7wTEgfGHx3jEyAEPE
1005;Terminal Illusions;Meshuggah;8;79;124;100;38;-6;3;03:47;0;0;6q1dNkFADUwfe97b1KyDmU
1006;Suffer In Truth;Meshuggah;9;79;158;100;22;-6;38;04:20;0;0;6x8OeZQWzLjuOIWkFrItNc
1007;Sublevels;Meshuggah;10;79;110;89;34;-8;38;05:14;0;0;5PBazDNw2Yfr9YBKiIT477
1008;Vanished (demo);Meshuggah;11;79;151;92;31;-9;16;05:34;0;0;04oX6hTKIvJ15CyKJVkDUQ
1009;Suffer In Truth (demo);Meshuggah;12;79;156;94;29;-9;8;04:27;0;0;4TA2eQQydOUtBjPpzGAy6n
1010;Inside What's Within Behind (demo);Meshuggah;13;79;133;84;35;-10;22;04:11;0;0;38PJXfxUPEAeQbD6RX6pcM
1011;Gods Of Rapture (live);Meshuggah;14;79;88;94;31;-9;23;04:54;1;0;1pI8vYDV5gtgG5EYssJfKS
1012;Aztec Two-Step;Meshuggah;15;79;93;0;15;-6;3;10:44;0;0;3oxToSn5UXWp6nn4OTy0uN
1013;N.W.O.;Ministry;1;80;161;95;45;-8;43;05:31;0;45;2D9LxUcR9zWxQtxiHsMA0n
1014;Just One Fix;Ministry;2;80;133;98;54;-4;14;05:10;0;48;0Vcpo9El50PNNbZXfKbNti
1015;TV II;Ministry;3;80;170;80;21;-13;13;03:05;0;30;5vmiOClFJzyx7lpgJnt2G4
1016;Hero;Ministry;4;80;148;94;48;-8;63;04:12;0;29;2xKuAjaMWVbSz8fUOQI4pu
1017;Jesus Built My Hotrod;Ministry;5;80;125;91;54;-5;40;04:53;0;50;0BX3ysoHJvxmLEhPMAfb2z
1018;Scare Crow;Ministry;6;80;75;94;37;-10;63;08:22;0;32;1bv4fups31J6sGCY4m1qHu
1019;Psalm 69;Ministry;7;80;107;84;28;-11;15;05:29;0;33;3lP4QgKArqyUAMDFPv3zFk
1020;Corrosion;Ministry;8;80;98;92;19;-11;13;04:57;0;25;1m8pPuWEh4lNIvJG4MIYDl
1021;Grace;Ministry;9;80;100;84;14;-9;5;03:06;0;23;2tBtMShYTQKRP3VlgrtoWt
1022;Nocturnal Obeisance;Bathory;1;81;125;34;17;-22;3;01:27;39;0;3xwn6rvhdI1iTFeaieLsMM
1023;Massacre;Bathory;2;81;136;95;30;-6;7;02:37;0;0;3veenxdQS62i4UJgrAbKW2
1024;Woman Of Dark Desires;Bathory;3;81;90;87;39;-9;19;04:07;0;0;721bjJh95ew2R7iq65GaWn
1025;Call From The Grave;Bathory;4;81;129;82;37;-9;4;04:54;0;0;2v74ik56b9FHNwdhoAEVOd
1026;Equimanthorn;Bathory;5;81;138;99;27;-6;4;03:40;0;0;7qGXljEM9Yjdxv3dB5WgxC
1027;Enter the Eternal Fire;Bathory;6;81;108;86;38;-7;15;06:57;0;0;5CzebOPQxefBlDkAJkm5ht
1028;Chariots of Fire;Bathory;7;81;143;97;16;-8;3;02:46;0;0;27hvlsFOT2TDeEkreoyrAx
1029;13 Candles;Bathory;8;81;71;87;33;-10;4;05:14;0;0;1kQRDEOvVOqbvrwpmXj7kN
1030;Of Doom......;Bathory;9;81;138;99;25;-8;4;03:43;0;0;13Y0GhHTcAxCj1SmB6QA0v
1031;The Winds Of Mayhem (outro);Bathory;10;81;62;4;11;-35;0;00:23;94;0;5HVAOimlVzw7zGwkUKa1vL
1032;Left Hand Path;Entombed;1;82;132;93;17;-9;22;06:39;0;44;5faD0zZ9fMa3J5ZN3lIWtp
1033;Drowned;Entombed;2;82;108;93;17;-7;24;04:00;0;33;74sEzDFrgGFxaM7xrEyOkG
1034;Revel In Flesh;Entombed;3;82;167;95;14;-8;31;03:42;0;34;48zi76YORvpiYO67liH70R
1035;When Life Has Ceased;Entombed;4;82;131;99;18;-8;18;04:11;0;26;3cmEh49U5WRfPcFipIu7LY
1036;Supposed To Rot;Entombed;5;82;111;98;29;-8;19;02:04;0;27;5CU8oOEfI9IoZQxcjC2D2B
1037;But Life Goes On;Entombed;6;82;114;98;34;-7;13;03:00;0;25;7wm7di7XtlL3IXRWPL9H4T
1038;Bitter Loss;Entombed;7;82;131;98;23;-6;17;04:23;0;25;7cjxGM8tECsRdiTBYc2KFw
1039;Morbid Devourment;Entombed;8;82;110;96;19;-7;29;05:25;0;24;2CvtsZt7wGW1iIFniV5CAw
1040;Abnormally Deceased;Entombed;9;82;112;95;18;-7;31;02:59;0;22;2wPCKvH509FfKrL66scvu2
1041;The Truth Beyond;Entombed;10;82;141;99;22;-5;10;03:26;0;22;1jyeknQl9iy8sfUafUW5f3
1042;Carnal Leftovers;Entombed;11;82;165;98;14;-7;27;02:58;0;22;641ntKrSCGimRngZESb7Vn
1043;Premature Autopsy;Entombed;12;82;173;96;12;-7;19;04:28;0;21;1bhT7RgdMM1rHqbkpoREdR
1044;Rays On Pinion;Baroness;1;83;145;89;33;-7;15;07:36;0;41;6ouq07JR52uMIDnHhFbrQ2
1045;The Birthing;Baroness;2;83;162;92;19;-6;44;05:03;0;35;13ewjoOlq7DhymHVATGxUo
1046;Isak;Baroness;3;83;102;85;52;-7;40;04:22;0;38;4qnmquuGKdUiDLh5paURPb
1047;Wailing Wintry Wind;Baroness;4;83;161;76;24;-8;28;05:55;0;33;69zzYC1Ybwu1vtXgWd6Vx2
1048;Cockroach En Fleur;Baroness;5;83;123;38;23;-13;30;01:50;85;30;7i8qsWg6FJOyiE90o4AMNh
1049;Wanderlust;Baroness;6;83;163;89;23;-6;55;04:30;0;33;4hWiGcVpTP41LvxGXOTrty
1050;Aleph;Baroness;7;83;139;70;34;-8;22;04:22;0;29;4vmpS6ccPFxr0cYN4DYNFt
1051;Teeth Of A Cogwheel;Baroness;8;83;90;86;63;-8;34;02:17;0;29;2rzlqfFfa6kF1PtXxT2shc
1052;O'Appalachia;Baroness;9;83;155;93;25;-6;68;02:37;0;28;5iZ8IZ6K3Oju3avkm6WW5T
1053;Grad;Baroness;10;83;117;45;28;-9;11;05:55;0;31;3W6NH5z8vsDSo4ZaJW7a2Q
1054;Devilution;High On Fire;1;84;142;96;20;-5;8;04:47;0;28;4G6WFRNNCLjPigQthVSZJS
1055;The Face of Oblivion;High On Fire;2;84;116;95;22;-6;21;06:36;0;26;36N0wCA0Jn5KrlinaChvig
