Song Index;Song;Artist;Track No.;AlbumID_Rank;BPM;Energy;Dance;Loud;Valence;Duration;Acoustic;Popularity;Spotify_Song
1056;Brother In the Wind;High On Fire;3;84;164;92;9;-4;7;05:40;0;22;5hHT01wTlyNyXcg4ITmm4e
1057;Cometh Down Hessian;High On Fire;4;84;139;94;20;-5;20;05:15;0;24;2lIQB6Z7qUR0L545z2omVf
1058;Blessed Black Wings;High On Fire;5;84;99;95;14;-4;32;07:44;0;26;5V8cJCOnOfGRqNP3xZeE6p
1059;Annointing of Seer;High On Fire;6;84;184;97;7;-4;11;05:39;0;18;0aoeqRD4B0CjxPEWXp9P3C
1060;To Cross the Bridge;High On Fire;7;84;128;88;18;-5;8;07:21;0;18;0cGGdxEkntI0gSZe2buecq
1061;Silver Back;High On Fire;8;84;192;90;7;-5;6;03:15;0;16;2C7UBi5UWDtkXnWIHH7wV3
1062;Songs of Thunder;High On Fire;9;84;99;85;18;-7;41;07:13;0;22;59grqHxAe31asPfhw2Sygs
1063;Transilvanian Hunger;Darkthrone;1;85;139;100;27;-9;2;06:10;1;26;2JIRtFAIUkd86PQD12Hm7r
1064;Over Fjell Og Gjennom Torner;Darkthrone;2;85;135;100;16;-8;2;02:30;15;20;1twTdzxZPY1SU5vueG7v6U
1065;Skald Au Satans Sol;Darkthrone;3;85;138;100;29;-7;2;04:28;10;20;7Czf5bOiY3WpghLvxuD6Zs
1066;Slottet I Det Fjerne;Darkthrone;4;85;141;100;19;-8;1;04:45;12;18;5dLk1MR2SA1IdofFy9WA5A
1067;Graven Takeheimens Saler;Darkthrone;5;85;136;100;15;-8;1;04:59;26;17;5zUTE9cylAsByChYCH1bhl
1068;I En Hall Med Flesk Og Mjod;Darkthrone;6;85;131;100;19;-7;2;05:13;14;16;1sIfavgJOAXoJhvSS5qnui
1069;As Flittermice as Satans Spys;Darkthrone;7;85;145;100;13;-8;2;05:55;18;15;4gzF6aPvl3QtRNTOlP4GHv
1070;En as I Dype Skogen;Darkthrone;8;85;142;100;15;-9;2;05:03;22;15;073Uff4lJY4tWN22Mx3cS8
1079;Ruin - Remixed / Remastered;Lamb of God;1;86;117;98;29;-4;17;03:54;0;39;3WeWaUyTww9gLKmimlwm5w
1080;As The Palaces Burn - Remixed / Remastered;Lamb of God;2;86;104;100;34;-3;14;02:25;0;31;2KjmnyVafBbq4VEnrJ5rra
1081;Purified - Remixed / Remastered;Lamb of God;3;86;92;97;45;-4;41;03:09;0;30;1cQS0BcV8HIVSWLeWunEp4
1082;11th Hour - Remixed / Remastered;Lamb of God;4;86;104;99;34;-4;22;03:43;0;34;6WDJv2slxzc6Xu7CVonDBM
1083;For Your Malice - Remixed / Remastered;Lamb of God;5;86;172;99;47;-4;41;03:42;0;31;3jH1c9em3bdzwkc2JjYJwY
1084;Boot Scraper - Remixed / Remastered;Lamb of God;6;86;175;98;24;-3;31;04:34;0;29;3OXn0XDJf4DLz9M4S0IFHp
1085;A Devil In God?s Country - Remixed / Remastered;Lamb of God;7;86;94;99;43;-3;35;03:13;0;29;0L9ZKWGuKX3enlGEwVlcxA
1086;In Defense Of Our Good Name - Remixed / Remastered;Lamb of God;8;86;105;98;27;-3;28;04:10;0;28;6FJ1uKBNAGoJX1nRBz34Yo
1087;Blood Junkie - Remixed / Remastered;Lamb of God;9;86;82;97;35;-4;27;04:22;0;28;4RS0pQF9klta6xB1FNCP1b
1088;Vigil - Remixed / Remastered;Lamb of God;10;86;106;97;33;-4;14;04:46;0;32;77XOYoYeK1CoTfnKUIXTjk
2001;Hail to England;Manowar;1;87;;;;;;;;;
1092;Intro;Pig Destroyer;1;88;120;19;48;-27;48;00:41;53;16;0wcJSmPe2fNY0Kb9Bcx79f
1093;Pretty In Casts;Pig Destroyer;2;88;148;100;14;-2;4;01:16;0;22;53PFg2Sm0DK6MlHUoKUWeX
1094;Boy Constrictor;Pig Destroyer;3;88;122;100;22;-1;3;00:58;0;20;1sbUobyqXK6vcnm0xspwkx
1095;Scarlet Hourglass;Pig Destroyer;4;88;126;100;25;-2;14;00:57;0;19;235YNfOd639SNTFdUULb37
1096;Thumbsucker;Pig Destroyer;5;88;96;100;31;-2;5;01:33;0;23;3ggDKslhwMeXJqQyJ1Q17F
1097;Gravedancer;Pig Destroyer;6;88;99;97;29;-5;13;03:01;0;26;0Pj5S3hUGp5UheHwhMDZvw
1098;Lost Cause;Pig Destroyer;7;88;148;100;16;-1;7;00:54;0;17;29SSEiS2jV5mWlJJeTlSUc
1099;Sourheart;Pig Destroyer;8;88;52;98;34;-2;4;00:53;0;17;5z6LbaB0saf3FyMPjdNtR4
1100;Towering Flesh;Pig Destroyer;9;88;141;100;19;-2;3;03:35;0;22;620GyQb4TdbzfrAIVvFLhg
1101;Song of Filth;Pig Destroyer;10;88;146;100;31;-2;5;00:42;0;16;17h1VB2Od6wmaQBl1DULNj
1102;Verminess;Pig Destroyer;11;88;135;100;15;-1;3;01:17;0;16;4fBFgSHOd9vazSr1zNjCs3
1103;Torture Ballad;Pig Destroyer;12;88;136;100;15;-2;4;01:21;0;16;5pIRaU37vAuxbkzL7PpYod
1104;Restraining Order Blues;Pig Destroyer;13;88;100;100;28;-1;3;01:32;0;16;3avtuXEcq2pW3xV5HyucbG
1105;Carrion Fairy;Pig Destroyer;14;88;127;100;24;-2;7;02:31;0;19;4fmPoaAqbl7Biyxf9RJ8mx
1106;Downpour Girl;Pig Destroyer;15;88;138;100;15;-1;3;01:30;0;15;1BNwv4U9w6U77vwQNKEHR0
1107;Soft Assassin;Pig Destroyer;16;88;98;100;23;-2;7;01:27;0;15;08kZZ0VX4zYSu6kYiw3WHi
1108;Dead Carnations;Pig Destroyer;17;88;126;100;23;-2;13;01:30;0;15;5QY0fUsyRZRqMt9FBvYC94
1109;Crippled Horses;Pig Destroyer;18;88;100;100;23;-2;5;01:34;0;16;6ta3BnhZjLfkQ3hYmuyKH7
1110;The Gentleman;Pig Destroyer;19;88;116;100;23;-2;9;01:24;0;14;39Qg2eRFL9hizus1YVfEl7
1111;Crawl of Time;Pig Destroyer;20;88;125;100;23;-2;4;01:31;0;14;7zp5vsv1SkSF1MHQ072GOE
1112;Terrifyer;Pig Destroyer;21;88;134;100;28;-2;3;02:12;0;17;5qG1Re9FiO0gy7mmgDffQs
1113;Dark Chest Of Wonders;Nightwish;1;89;95;89;49;-6;48;04:29;0;0;5lHxXhs51Mz8nXMxaxDBQs
1114;Wish I Had An Angel;Nightwish;2;89;159;94;42;-6;50;04:06;0;0;65TsSPodEw6Q98WkJHdLsH
1115;Nemo;Nightwish;3;89;125;74;50;-6;35;04:36;0;4;0tbbaYdhiFLFH0YUvvajI8
1116;Planet Hell;Nightwish;4;89;146;85;48;-6;39;04:39;0;0;2Zl4yUKqVmWAz21t5OQfiA
1117;Creek Mary's Blood;Nightwish;5;89;134;67;45;-8;31;08:29;5;0;2I4DCzAeAFdjLQhKG2wYtz
1118;The Siren;Nightwish;6;89;122;79;45;-6;28;04:45;0;0;4NRgU8uu4NjihDXceMq927
1119;Dead Gardens;Nightwish;7;89;158;91;47;-6;57;04:28;0;0;4SlYsSstR33YXnH4HCtTBD
1120;Romanticide;Nightwish;8;89;115;88;33;-5;41;04:58;0;0;18x9j81yf63hB1lm13OdUt
1121;Ghost Love Score;Nightwish;9;89;101;78;44;-5;22;10:02;1;0;4k2MUm5uMlRH1P9ZQBr0ER
1122;Kuolema Tekee Taiteilijan;Nightwish;10;89;82;33;15;-12;9;03:59;46;0;04IEzdLzDhaYvKhXNMDMcB
1123;Higher Than Hope;Nightwish;11;89;118;59;46;-7;23;05:38;6;0;4t6GF5U4Q9uhTj5qiJ3MIt
1126;Smoked Pork;Body Count;1;90;107;40;65;-16;31;00:47;58;29;77EfELhVYaha8yn4VXpHkL
1127;Body Count's in the House;Body Count;2;90;97;95;48;-7;41;03:24;3;46;0ei5rAVjRCUQATivnVwkLN
1128;Now Sports;Body Count;3;90;0;29;0;-26;0;00:05;92;0;4Kr4yfjeBXpCndPwg3E20f
1129;Body Count;Body Count;4;90;186;88;39;-7;55;05:18;0;37;2pgYlzjkKrGH7McMiwWpEL
1130;A Statistic;Body Count;5;90;0;41;0;-20;0;00:06;92;0;1hzMQFF0qKPaLg2TQ1H3dC
1131;Bowels of the Devil;Body Count;6;90;106;99;49;-5;31;03:43;0;30;1yQhqJVuvTmvgHDX8kfswU
1132;The Real Problem;Body Count;7;90;0;22;0;-22;0;00:12;67;0;60t356zDXP421A3kENM4mr
1133;KKK B***h;Body Count;8;90;122;70;80;-9;72;02:53;1;35;7zoRvhF7VcXzOu2liGnZ30
1134;C Note;Body Count;9;90;117;12;18;-20;21;01:36;85;27;1aed1F9qd01nQwANed7LzY
1135;Voodoo;Body Count;10;90;133;90;34;-9;45;05:01;0;30;1zgRqvAmjIIY5Kp17ht4z7
1136;The Winner Loses;Body Count;11;90;74;67;43;-9;35;06:32;1;32;6Tiqq1YjzI6FUDSBd6Xnwo
1137;There Goes the Neighborhood;Body Count;12;90;160;85;27;-7;40;05:50;0;37;1Qc2ehFeQgxjszN337T10Q
1138;Oprah;Body Count;13;90;0;18;0;-28;0;00:07;22;0;1r8vIPSSI5Ys1VHXrCFcMX
1139;Evil D**k;Body Count;14;90;112;93;50;-7;38;03:59;1;30;16yFlgjXstOViP02UgUPCM
1140;Body Count Anthem;Body Count;15;90;179;87;29;-8;18;02:46;0;26;4aVuH8fjmekze2Nj0gsIjK
1141;Momma's Gotta Die Tonight;Body Count;16;90;144;86;40;-7;57;06:11;1;27;2XZagLKbIalEKlif2ToE5x
1142;Freedom of Speech;Body Count;17;90;102;74;77;-9;83;04:41;9;27;40fLUCheLdDoESRg41qrWU
2002;Torture Garden;Naked City;1;91;;;;;;;;;
1143;Blank - remastered 2007;Eyehategod;1;92;119;65;25;-7;18;07:07;0;29;3X6cqWlADU8SVxAhfTIjYT
1144;Sister Fucker (Pt. I) - remastered 2007;Eyehategod;2;92;144;81;20;-7;44;02:10;0;32;7EjR3dnNIdTD1h4A4zbiOy
1145;Shop Lift - remastered 2007;Eyehategod;3;92;87;72;19;-7;15;03:15;0;26;52sXH5nG72aQPr6JhBfZlH
1146;White Nigger - remastered 2007;Eyehategod;4;92;75;74;17;-7;17;03:55;0;33;28dKLbA1nqWRVOmweQteP0
1147;30$ Bag - remastered 2007;Eyehategod;5;92;142;72;21;-8;45;02:47;0;25;1WkBRyICJJs2hOsFrTiy9w
1148;Disturbance - remastered 2007;Eyehategod;6;92;81;73;19;-15;7;07:02;86;19;0HgYlaTyGuQSQtEHoQjKhv
1149;Take As Needed for Pain - remastered 2007;Eyehategod;7;92;131;76;24;-8;30;06:07;0;25;5d6gQ9F3EZLFElsxa5pXXN
1150;Sister Fucker (Pt. II) - remastered 2007;Eyehategod;8;92;127;66;25;-9;10;02:37;0;20;0YLNyF6UGQdRjtv3VbtU3U
1151;Crimes Against Skin - remastered 2007;Eyehategod;9;92;119;63;25;-9;30;06:46;0;18;3eCNOrmFLqOiXYhxpyjN8r
1152;Kill Your Boss - remastered 2007;Eyehategod;10;92;125;67;28;-7;45;04:14;0;18;77xlwhz0R2fU5ly417nkgf
1153;Who Gave Her the Roses - remastered 2007;Eyehategod;11;92;122;60;27;-7;23;01:59;0;16;3zBkZGHvnasjXLcK1y5dq1
1154;Laugh It Off - remastered 2007;Eyehategod;12;92;97;77;60;-16;64;01:35;96;13;2hXzOjbM5VzefZYXa5AlEF
1155;Ruptured Heart Theory [Bonus Track] - remastered 2007;Eyehategod;13;92;124;69;27;-8;9;03:34;0;14;3xo80ShC8nPmx7CgkFNp9K
1156;Story of the Eye [Bonus Track] - remastered 2007;Eyehategod;14;92;122;83;30;-9;35;02:30;1;14;5KUYSbwleeMmnVGUzcti4A
1157;Blank/Shoplift [Bonus Track] - remastered 2007;Eyehategod;15;92;83;57;20;-11;31;03:58;44;13;2WxO2DqXTyLa5sN9GXoZO7
1158;Southern Discomfort [Bonus Track] - remastered 2007;Eyehategod;16;92;129;74;21;-6;15;04:25;1;19;43hrtBwcHmBxqO1FcGKOqY
1159;Serving Time In the Middle of Nowhere [Bonus Track] - remastered 2007;Eyehategod;17;92;92;92;27;-6;38;03:20;0;14;0qXq8OiABLn8bnTtgo0qpX
1160;Lack of Almost Everything [Bonus Track] - remastered 2007;Eyehategod;18;92;122;90;27;-7;26;02:28;0;12;4oJ2JpjEkln7WIaobQWqGj
1161;Welcome To Planet Motherfucker/ Psychoholic Slag;White Zombie;1;93;117;78;47;-13;20;06:21;0;45;5x8YLkZvKQDmZsD4cnCO06
1162;Knuckle Duster - Radio 1-A;White Zombie;2;93;137;30;52;-27;32;00:24;91;1;2VYTfHAnu4QYn9VkwlXoh3
1163;Thunder Kiss '65;White Zombie;3;93;113;86;68;-10;45;03:54;0;60;4tvBoSWeIW0bjhKNre5mod
1164;Black Sunshine;White Zombie;4;93;167;92;53;-11;36;04:49;0;50;0D7aPFnFa9qIVFpOJ1ZBTG
1165;Soul-Crusher;White Zombie;5;93;159;70;40;-10;59;05:04;0;39;01X4vM5W2LBiBWRSY1O7TF
1166;Cosmic Monsters Inc.;White Zombie;6;93;86;77;61;-12;46;05:14;0;37;5Dl0kQlw30AJIFupjioRz4
1167;Spiderbaby (Yeah-Yeah-Yeah);White Zombie;7;93;161;69;35;-11;30;05:02;0;33;69R4dcujpMJX5SUARXKOHi
1168;I Am Legend;White Zombie;8;93;139;65;38;-12;31;05:09;0;34;285HB3e1livtx5SndVhp2d
1169;Knuckle Duster - Radio 2-B;White Zombie;9;93;110;8;63;-30;96;00:25;98;0;48UTETcEXWbjHsBimngZPr
1170;Thrust!;White Zombie;10;93;119;90;66;-11;46;05:06;0;34;3aBH7dfYnfBvrDfFbMUqrn
1171;One Big Crunch;White Zombie;11;93;83;48;49;-28;4;00:22;99;0;0jVNv7MUMbdgNT1RluW3RB
1172;Grindhouse (A Go-Go);White Zombie;12;93;115;94;69;-11;41;04:05;0;32;73oXdCaRTOJbfjR3ETgfeX
1173;Starface;White Zombie;13;93;121;86;66;-10;63;05:03;0;32;4TrX6zuhWXSDKOQczUC5um
1174;Warp Asylum;White Zombie;14;93;108;71;43;-12;51;06:45;0;31;2MA9Qh9M1gzoE4HgCVLmac
1175;Dream House;Deafheaven;1;94;82;80;12;-5;10;09:15;0;8;6l3A2EWZSOA8LTMmzRCyD3
1176;Irresistible;Deafheaven;2;94;103;24;65;-14;4;03:13;97;4;3EAUSlUzVTLhxLn8Fhpz5V
1177;Sunbather;Deafheaven;3;94;155;80;11;-5;11;10:17;0;4;1XIlhPjBt4udymVWzcPrwm
1178;Please Remember;Deafheaven;4;94;115;58;22;-12;3;06:26;59;3;7gTyR63h4FXXxOIXTZYDzv
1179;Vertigo;Deafheaven;5;94;123;81;18;-5;18;14:37;0;2;1Oe2Um6K7AsiDjKOBKKbZP
1180;Windows;Deafheaven;6;94;85;32;17;-17;4;04:43;78;1;1NClfLPFneHXcvHSkF64JK
1181;The Pecan Tree;Deafheaven;7;94;124;79;21;-6;20;11:27;0;2;0whlO9oEAYISh4plID7lXa
1182;Pull Me Under;Dream Theater;1;95;102;97;53;-7;23;08:12;0;59;5CPXR6lDTvngxtmMZxnWmC
1183;Another Day;Dream Theater;2;95;141;61;45;-10;34;04:23;0;53;69kZsoRrSf7GBTSdJ4BjqA
1184;Take the Time;Dream Theater;3;95;126;89;35;-10;37;08:21;0;46;0t8JoPmxcwsWXWcsflNKxk
1185;Surrounded;Dream Theater;4;95;166;71;32;-10;14;05:30;1;43;5dz43JZ6QteTXfAtmZbB2n
1186;"Metropolis - , Pt. I (""The Miracle and the Sleeper"")";Dream Theater;5;95;105;91;28;-9;45;09:32;0;50;6nRCTb5b0N5zp8WTeY6xFZ
1187;Under a Glass Moon;Dream Theater;6;95;146;85;51;-10;59;07:03;0;45;2bBAAVvOHsr7vxWFTuYxH8
1188;Wait for Sleep;Dream Theater;7;95;110;37;30;-15;23;02:32;28;41;7LaaIr1D8CjH1tc7ERTr8A
1189;Learning to Live;Dream Theater;8;95;127;82;36;-11;56;11:30;0;41;4jdEbvfD0u6tmOLgMKJYUg
1190;?penbaring;Kvelertak;1;96;142;89;24;-5;5;03:06;0;35;4t0TAd0SFGcb6w0FCbvvnI
1191;Spring Fra Livet;Kvelertak;2;96;75;97;29;-4;12;03:35;0;26;7lzprKou9yZPeU3kgm3Y14
1192;Trepan;Kvelertak;3;96;146;99;14;-5;11;03:40;0;23;3A27gwaB5egD9akbYWmpZr
1193;Bruane Brenn;Kvelertak;4;96;165;96;19;-5;27;04:07;0;32;5FGiVhxx23Ce711x1mgisU
1194;Evig Vandrar;Kvelertak;5;96;86;95;38;-5;29;02:49;0;27;6QpkvheHWzzgYqYrUEhFiN
1195;Snilepisk;Kvelertak;6;96;87;94;13;-5;31;02:53;0;23;5AxTA7EKcIiqc51nfBoKl2
1196;M?nelyst;Kvelertak;7;96;175;96;25;-5;20;03:10;0;24;1B1hUELr68sQjVpytLq7I1
1197;Nekrokosmos;Kvelertak;8;96;157;96;17;-5;7;06:41;0;23;6tGaJvoc1MnwnPxogAkgZI
1198;Undertro;Kvelertak;9;96;140;96;47;-6;18;06:26;0;24;0y5Rpnq7cT4FA4sbPLMkWo
1199;Tordenbrak;Kvelertak;10;96;140;95;33;-4;8;08:54;0;22;3siHufOiu47YwHcbozPYN0
1200;Kvelertak;Kvelertak;11;96;127;93;47;-4;65;03:50;0;37;1ytlmKrkhgDR3XzE2ZMl18
1201;Ocean Planet;Gojira;1;97;112;92;32;-3;17;05:33;0;40;2J85qRmrxqLVeaIHUfQo7K
1202;Backbone;Gojira;2;97;91;99;30;-2;10;04:18;0;42;3vWx45bv3MUDpxHEq2SlGa
1203;From The Sky;Gojira;3;97;174;98;25;-3;5;05:48;0;39;7fVNEKI7aAaZc1T7JkLmub
1204;Unicorn;Gojira;4;97;153;39;64;-14;40;02:09;45;34;03C8y1en48wMpca3qomxqF
1205;Where Dragons Dwell;Gojira;5;97;89;94;20;-3;10;06:54;0;39;0rtTCrUcfC0v1b1jfjvfi0
1206;The Heaviest Matter Of The Universe;Gojira;6;97;103;97;25;-3;21;03:58;0;45;59QBQwPLf2AlUEeQOqZv5p
1207;Flying Whales;Gojira;7;97;95;92;27;-4;20;07:44;0;49;5tEDjnDqhW92i1zzx3f5wn
1208;In The Wilderness;Gojira;8;97;106;99;29;-4;4;07:47;0;36;1NbtYZo9zv49dSRHyU3rED
1209;World To Come;Gojira;9;97;84;83;13;-3;8;06:53;0;34;7k5K529BF0y6yEbDVoJr34
1210;From Mars;Gojira;10;97;126;59;51;-14;35;02:25;31;34;4gdSgHwfMeB6Ri5fS43SUW
1211;To Sirius;Gojira;11;97;129;100;26;-3;4;05:38;0;38;2Hr8GbU3qRT9PgQkQ6wbnX
1212;Global Warming;Gojira;12;97;189;94;15;-3;21;07:51;0;40;7hfiEiXv9u9sXoia7KMYPh
1213;Aghartha;Sunn 0)));1;98;130;37;21;-12;5;17:34;8;25;3szH2qrbJn3cIxfiPssgQ7
1214;Big Church [megszents?gtelen?thetetlens?gesked?seitek?rt];Sunn 0)));2;98;80;25;10;-10;3;09:43;14;26;6bT3d7TTVO1UW56rvWleJP
1215;Hunting & Gathering (Cydonia);Sunn 0)));3;98;137;67;16;-8;4;10:02;5;18;0Zju5QvPfMTVHRq1KYRINf
1216;Alice;Sunn 0)));4;98;75;14;8;-15;4;16:20;67;19;7n6WNQidHGzHm0TQHWV7aH
1217;Going Under;Evanescence;1;99;175;86;37;-5;46;03:35;1;68;3UygY7qW2cvG9Llkay6i1i
1218;Bring Me To Life;Evanescence;2;99;190;95;32;-3;32;03:56;1;78;0COqiPhxzoWICwFCS4eZcp
1219;Everybody's Fool;Evanescence;3;99;95;84;44;-5;27;03:16;0;62;0tWEB6BxbI48XN79QE1JbT
1220;My Immortal;Evanescence;4;99;69;29;19;-9;8;04:23;86;73;4UzVcXufOhGUwF56HT7b8M
1221;Haunted;Evanescence;5;99;156;85;36;-4;18;03:05;1;55;6Z77oDcn6iI1MHFCBPjl24
1222;Tourniquet;Evanescence;6;99;102;91;46;-6;14;04:38;1;57;46fyLy4W9HhAkcb67kLaAV
1223;Imaginary;Evanescence;7;99;150;77;40;-5;31;04:16;1;52;7q6CybWAg3uYLgS5tDWqmd
1224;Taking Over Me;Evanescence;8;99;90;78;47;-5;45;03:49;2;54;5j7gLuOsBOyqooruGxX4nx
1225;Hello;Evanescence;9;99;69;17;26;-12;7;03:40;90;57;0aYUqsvZG7bAslrUkd9Z0g
1226;My Last Breath;Evanescence;10;99;176;77;36;-6;45;04:07;0;52;2aUuMeSbt2aEv94MdG2BYS
1227;Whisper;Evanescence;11;99;175;85;30;-6;38;05:27;1;51;1TU3KOnNwSERgNbF2Yzl7N
1228;My Immortal - Band Version;Evanescence;12;99;75;34;44;-8;7;04:33;78;56;3PYdxIDuBIuJSDGwfptFx4
1229;Beast and the Harlot;Avenged Sevenfold;1;100;155;98;37;-3;41;05:44;0;60;6FVYwnVrnAEIRnY3bHJb46
1230;Burn It Down;Avenged Sevenfold;2;100;175;97;35;-3;57;04:59;0;50;4bcN9riyILh4IXEdmLGa8m
1231;Blinded in Chains;Avenged Sevenfold;3;100;96;96;25;-4;57;06:34;0;56;39ZiU2QVBvDQzeepJjg8tp
1232;Bat Country;Avenged Sevenfold;4;100;125;97;54;-4;51;05:12;0;68;3sHH7lklbfpcraDDvYnjo7
1233;Trashed and Scattered;Avenged Sevenfold;5;100;175;96;33;-3;33;05:52;0;53;01CYr3t0hedD915PmI5l4D
1234;Seize the Day;Avenged Sevenfold;6;100;140;80;39;-4;34;05:34;2;61;7HKRWMTErKh56EIBeFcmdf
1235;Sidewinder;Avenged Sevenfold;7;100;123;95;54;-4;40;07:02;0;50;6rujTb9hJa0XdUNtPftz4M
1236;The Wicked End;Avenged Sevenfold;8;100;120;93;46;-4;49;07:10;0;47;18dQgDh5WDUH99YIkRf0dA
1237;Strength of the World;Avenged Sevenfold;9;100;160;81;34;-5;32;09:15;0;48;3muNQv1Ctk9NwzksJA1z5c
1238;Betrayed;Avenged Sevenfold;10;100;130;93;47;-4;52;06:46;0;48;5fArVBrjtT7UPIQ8j2yQnJ
1239;M.I.A.;Avenged Sevenfold;11;100;165;81;21;-5;13;08:46;1;55;3PrvYgv97s5U752pIpDMNf
